OA,LSOA,LAD,Rent_per_m,green_spac,travel,safety,schools
E00005418,E01001091,Croydon,1171,0.325226667,0.125,0.980105888,0.77
E00005419,E01001084,Croydon,1952,0.495006666,0.375,0.987004653,0.76
E00005420,E01001084,Croydon,941,0.419933334,0.375,0.987004653,0.76
E00005421,E01001084,Croydon,1856,0.4,0.125,0.987004653,0.76
E00005422,E01001084,Croydon,1664,0.39706,0.375,0.987004653,0.76
E00005423,E01001083,Croydon,1440,0.446066666,0.5,0.984277234,0.76
E00005424,E01001084,Croydon,1488,0.392540001,0.25,0.987004653,0.76
E00005425,E01001083,Croydon,1208,0.38102,0.25,0.984277234,0.76
E00005426,E01001087,Croydon,2128,0.24214,0.5,0.958767849,0.71
E00005427,E01001085,Croydon,1383,0.5284,0.5,0.97513236,0.74
E00005428,E01001085,Croydon,928,0.485926667,0.625,0.97513236,0.74
E00005429,E01001085,Croydon,608,0.19356,0.5,0.97513236,0.74
E00005430,E01001087,Croydon,632,0.25614,0.5,0.958767849,0.71
E00005431,E01001085,Croydon,1056,0.14828,0.5,0.97513236,0.74
E00005432,E01001085,Croydon,941,0.115266666,0.5,0.97513236,0.74
E00005433,E01001087,Croydon,1114,0.327293333,0.5,0.958767849,0.71
E00005435,E01001089,Croydon,800,0.27208,0.5,0.968233595,0.71
E00005436,E01001089,Croydon,1204,0.23698,0.5,0.968233595,0.71
E00005437,E01001089,Croydon,997,0.015573333,0.5,0.968233595,0.71
E00005438,E01001088,Croydon,1024,0.163566666,0.375,0.989411198,0.7
E00005439,E01001090,Croydon,960,0.11366,0.5,0.969837959,0.69
E00005440,E01001100,Croydon,1466,0,0.375,0.988609017,0.82
E00005441,E01001096,Croydon,1528,0.008340001,0.375,0.988769453,0.82
E00005442,E01001095,Croydon,776,0.182566666,0.5,0.976255415,0.81
E00005443,E01001094,Croydon,2141,0.129466667,0.125,0.986523343,0.84
E00005444,E01001093,Croydon,1112,0.77834,0.25,0.980266324,0.8
E00005445,E01001093,Croydon,526,0.8,0.375,0.980266324,0.8
E00005446,E01001100,Croydon,672,0.12078,0.375,0.988609017,0.82
E00005447,E01001100,Croydon,1200,0.089266667,0.375,0.988609017,0.82
E00005448,E01001100,Croydon,1008,0.12166,0.5,0.988609017,0.82
E00005449,E01001100,Croydon,864,0.217613334,0.5,0.988609017,0.82
E00005450,E01001095,Croydon,820,0.668106666,0.375,0.976255415,0.81
E00005451,E01001093,Croydon,856,0.587666667,0.5,0.980266324,0.8
E00005452,E01001093,Croydon,1184,0.5328,0.625,0.980266324,0.8
E00005453,E01001092,Croydon,1832,0.741166667,0.25,0.981068506,0.83
E00005454,E01001094,Croydon,1920,0.357726666,0.125,0.986523343,0.84
E00005455,E01001092,Croydon,1781,0.461493333,0.25,0.981068506,0.83
E00005456,E01001095,Croydon,800,0.363946667,0.375,0.976255415,0.81
E00005457,E01001094,Croydon,2160,0.25088,0.25,0.986523343,0.84
E00005458,E01001092,Croydon,1820,0.307166667,0.375,0.981068506,0.83
E00005459,E01001096,Croydon,1382,0.02442,0.25,0.988769453,0.82
E00005461,E01001095,Croydon,670,0.097173333,0.375,0.976255415,0.81
E00005462,E01001096,Croydon,1400,0.0274,0.25,0.988769453,0.82
E00005463,E01001096,Croydon,1768,0.095720001,0.125,0.988769453,0.82
E00005464,E01001092,Croydon,960,0.419346667,0.375,0.981068506,0.83
E00005465,E01001093,Croydon,954,0.37518,0.625,0.980266324,0.8
E00005466,E01001097,Croydon,640,0.377786666,0.75,0.884325365,0.85
E00005467,E01001094,Croydon,5376,0.038473334,0.125,0.986523343,0.84
E00005468,E01001097,Croydon,690,0.416106667,0.75,0.884325365,0.85
E00005469,E01001098,Croydon,1480,0.16734,0.25,0.987646398,0.86
E00005470,E01001098,Croydon,1949,0.2,0.125,0.987646398,0.86
E00005471,E01001098,Croydon,1240,0.2,0.125,0.987646398,0.86
E00005472,E01001098,Croydon,1515,0.2,0.25,0.987646398,0.86
E00005473,E01001097,Croydon,1000,0.129573334,0.5,0.884325365,0.85
E00005474,E01001097,Croydon,608,0.20222,0.5,0.884325365,0.85
E00005475,E01001097,Croydon,636,0.178373333,0.625,0.884325365,0.85
E00005476,E01001099,Croydon,1344,0.2,0.25,0.984758543,0.86
E00005477,E01001099,Croydon,848,0.2,0.375,0.984758543,0.86
E00005478,E01001099,Croydon,701,0.2,0.375,0.984758543,0.86
E00005479,E01001099,Croydon,848,0.2,0.25,0.984758543,0.86
E00005480,E01001095,Croydon,992,0.4628,0.5,0.976255415,0.81
E00005481,E01001107,Croydon,608,0.09934,0.375,0.991657308,0.83
E00005482,E01001108,Croydon,1440,0.16788,0.125,0.993101235,0.85
E00005483,E01001108,Croydon,1464,0.01706,0.25,0.993101235,0.85
E00005484,E01001106,Croydon,1073,0.453966667,0.5,0.99245949,0.74
E00005485,E01001102,Croydon,1712,0.14678,0.25,0.982993743,0.86
E00005486,E01001103,Croydon,1072,0.450013333,0.125,0.990373817,0.79
E00005487,E01001103,Croydon,1328,0.2768,0.125,0.990373817,0.79
E00005488,E01001101,Croydon,1117,0.663926667,0.25,0.994705599,0.83
E00005489,E01001104,Croydon,800,0.3194,0.125,0.99021338,0.82
E00005490,E01001102,Croydon,957,0.461973333,0.25,0.982993743,0.86
E00005491,E01001103,Croydon,1168,0.251100001,0.25,0.990373817,0.79
E00005492,E01001105,Croydon,880,0.23968,0.125,0.984598107,0.74
E00005493,E01001104,Croydon,1310,0.271066667,0.25,0.99021338,0.82
E00005494,E01001104,Croydon,1232,0.446033334,0.25,0.99021338,0.82
E00005495,E01001104,Croydon,1146,0.5259,0.125,0.99021338,0.82
E00005496,E01001103,Croydon,1200,0.612133333,0.25,0.990373817,0.79
E00005497,E01001103,Croydon,1048,0.2857,0.25,0.990373817,0.79
E00005498,E01001104,Croydon,1344,0.502566666,0.125,0.99021338,0.82
E00005499,E01001105,Croydon,997,0.30078,0.125,0.984598107,0.74
E00005500,E01001106,Croydon,1072,0.270033334,0.125,0.99245949,0.74
E00005501,E01001105,Croydon,1062,0.534906667,0.125,0.984598107,0.74
E00005502,E01001105,Croydon,1024,0.62168,0.25,0.984598107,0.74
E00005503,E01001105,Croydon,1232,0.433066667,0.125,0.984598107,0.74
E00005504,E01001106,Croydon,998,0.207766666,0.25,0.99245949,0.74
E00005505,E01001106,Croydon,1016,0.243,0.875,0.99245949,0.74
E00005506,E01001107,Croydon,784,0.13274,0.375,0.991657308,0.83
E00005507,E01001107,Croydon,1680,0.1641,0.125,0.991657308,0.83
E00005508,E01001107,Croydon,1320,0.10476,0.125,0.991657308,0.83
E00005509,E01001108,Croydon,1705,0.19556,0.125,0.993101235,0.85
E00005510,E01001102,Croydon,1005,0.168,0.25,0.982993743,0.86
E00005511,E01001107,Croydon,1328,0.17778,0.25,0.991657308,0.83
E00005512,E01001108,Croydon,1424,0.073939999,0.125,0.993101235,0.85
E00005513,E01001108,Croydon,1608,0,0.25,0.993101235,0.85
E00005514,E01001101,Croydon,1368,0.202506667,0.125,0.994705599,0.83
E00005515,E01001101,Croydon,1496,0,0.125,0.994705599,0.83
E00005516,E01001101,Croydon,1512,0.172693334,0.125,0.994705599,0.83
E00005517,E01001102,Croydon,944,0.16742,0.25,0.982993743,0.86
E00005518,E01001102,Croydon,1816,0,0.25,0.982993743,0.86
E00005519,E01001117,Croydon,980,0,0.375,0.949622974,0.75
E00005520,E01001115,Croydon,723,0.2734,0.375,0.971442323,0.71
E00005521,E01001109,Croydon,608,0.018200001,0.375,0.950425156,0.63
E00005522,E01001115,Croydon,470,0,0.5,0.971442323,0.71
E00005523,E01001118,Croydon,688,0,0.375,0.947376865,0.64
E00005524,E01001110,Croydon,742,0,0.375,0.951387775,0.61
E00005525,E01001112,Croydon,472,0.2,0.5,0.978982833,0.69
E00005526,E01001109,Croydon,640,0,0.375,0.950425156,0.63
E00005527,E01001110,Croydon,536,0,0.875,0.951387775,0.61
E00005528,E01001117,Croydon,528,0,0.75,0.949622974,0.75
E00005529,E01001118,Croydon,784,0,0.75,0.947376865,0.64
E00005530,E01001110,Croydon,512,0,0.875,0.951387775,0.61
E00005531,E01001110,Croydon,619,0,0.75,0.951387775,0.61
E00005532,E01001110,Croydon,464,0,0.5,0.951387775,0.61
E00005533,E01001109,Croydon,726,0,0.5,0.950425156,0.63
E00005534,E01001111,Croydon,528,0.394166667,0.5,0.954115193,0.76
E00005535,E01001111,Croydon,688,0.1157,0.625,0.954115193,0.76
E00005536,E01001111,Croydon,496,0.3241,0.5,0.954115193,0.76
E00005537,E01001111,Croydon,728,0.06776,0.75,0.954115193,0.76
E00005538,E01001111,Croydon,784,0.161306667,0.5,0.954115193,0.76
E00005539,E01001112,Croydon,544,0.14154,0.75,0.978982833,0.69
E00005540,E01001113,Croydon,522,0.084840001,0.5,0.973848869,0.69
E00005541,E01001112,Croydon,470,0.09724,0.625,0.978982833,0.69
E00005542,E01001112,Croydon,534,0.15466,0.625,0.978982833,0.69
E00005543,E01001112,Croydon,669,0.1701,0.375,0.978982833,0.69
E00005544,E01001112,Croydon,486,0.2,0.5,0.978982833,0.69
E00005545,E01001113,Croydon,744,0.0894,0.5,0.973848869,0.69
E00005546,E01001114,Croydon,634,0.225433334,0.5,0.968554468,0.7
E00005547,E01001113,Croydon,512,0.2,0.5,0.973848869,0.69
E00005548,E01001113,Croydon,496,0.18084,0.5,0.973848869,0.69
E00005549,E01001114,Croydon,566,0.533333333,0.5,0.968554468,0.7
E00005550,E01001114,Croydon,800,0.5176,0.5,0.968554468,0.7
E00005551,E01001113,Croydon,496,0.254733334,0.5,0.973848869,0.69
E00005552,E01001115,Croydon,784,0.042153334,0.375,0.971442323,0.71
E00005553,E01001114,Croydon,552,0.2486,0.5,0.968554468,0.7
E00005554,E01001114,Croydon,502,0.533333333,0.5,0.968554468,0.7
E00005555,E01001109,Croydon,738,0,0.375,0.950425156,0.63
E00005556,E01001116,Croydon,600,0.505793333,0.5,0.971923632,0.65
E00005557,E01001113,Croydon,546,0.01398,0.5,0.973848869,0.69
E00005558,E01001116,Croydon,624,0.533333333,0.375,0.971923632,0.65
E00005559,E01001116,Croydon,752,0.314666667,0.5,0.971923632,0.65
E00005560,E01001109,Croydon,828,0,0.5,0.950425156,0.63
E00005561,E01001116,Croydon,659,0.526813333,0.5,0.971923632,0.65
E00005562,E01001116,Croydon,749,0.345833334,0.5,0.971923632,0.65
E00005563,E01001109,Croydon,539,0.175866667,0.5,0.950425156,0.63
E00005564,E01001118,Croydon,638,0.047926666,0.625,0.947376865,0.64
E00005565,E01001118,Croydon,430,0.248233334,0.5,0.947376865,0.64
E00005566,E01001117,Croydon,744,0,0.5,0.949622974,0.75
E00005567,E01001118,Croydon,651,0.263526666,0.5,0.947376865,0.64
E00005568,E01001115,Croydon,712,0,0.375,0.971442323,0.71
E00005570,E01001117,Croydon,1024,0,0.5,0.949622974,0.75
E00005571,E01001118,Croydon,685,0.019886667,0.5,0.947376865,0.64
E00005572,E01001115,Croydon,752,0,0.625,0.971442323,0.71
E00005573,E01001126,Croydon,602,0.432106666,0.25,0.988609017,0.77
E00005574,E01001126,Croydon,1056,0.438466667,0.25,0.988609017,0.77
E00005575,E01001124,Croydon,956,0.340633334,0.125,0.994866036,0.81
E00005576,E01001119,Croydon,1040,0.490786667,0.25,0.993261672,0.78
E00005577,E01001119,Croydon,936,0.327586667,0.25,0.993261672,0.78
E00005578,E01001119,Croydon,1029,0.493926667,0.25,0.993261672,0.78
E00005579,E01001119,Croydon,928,0.306666666,0.25,0.993261672,0.78
E00005580,E01001121,Croydon,2016,0.395906667,0.125,0.994063854,0.77
E00005581,E01001124,Croydon,1572,0.240833333,0.125,0.994866036,0.81
E00005582,E01001125,Croydon,1120,0.43032,0.375,0.972084069,0.8
E00005583,E01001124,Croydon,1523,0.467753333,0.25,0.994866036,0.81
E00005584,E01001124,Croydon,1067,0.250133333,0.125,0.994866036,0.81
E00005585,E01001126,Croydon,960,0.448186667,0.25,0.988609017,0.77
E00005586,E01001126,Croydon,946,0.453993333,0.25,0.988609017,0.77
E00005587,E01001125,Croydon,1024,0.387093333,0.375,0.972084069,0.8
E00005588,E01001120,Croydon,1168,0.565046667,0.25,0.98844858,0.78
E00005589,E01001120,Croydon,957,0.559566667,0.375,0.98844858,0.78
E00005590,E01001121,Croydon,1085,0.416873334,0.125,0.994063854,0.77
E00005591,E01001121,Croydon,854,0.369106667,0.25,0.994063854,0.77
E00005592,E01001121,Croydon,1683,0.408366666,0.625,0.994063854,0.77
E00005593,E01001123,Croydon,1368,0.39332,0.125,0.991496871,0.82
E00005594,E01001122,Croydon,1384,0.354013334,0.125,0.991336435,0.8
E00005595,E01001122,Croydon,1824,0.18658,0.25,0.991336435,0.8
E00005596,E01001122,Croydon,1504,0.2077,0.25,0.991336435,0.8
E00005597,E01001123,Croydon,1440,0.34334,0.125,0.991496871,0.82
E00005598,E01001123,Croydon,1071,0.158,0.125,0.991496871,0.82
E00005599,E01001123,Croydon,1270,0.18088,0.25,0.991496871,0.82
E00005600,E01001122,Croydon,1160,0.2,0.375,0.991336435,0.8
E00005601,E01001124,Croydon,1582,0.399466666,0.25,0.994866036,0.81
E00005602,E01001123,Croydon,1005,0.324880001,0.125,0.991496871,0.82
E00005603,E01001125,Croydon,1072,0.430753334,0.375,0.972084069,0.8
E00005604,E01001120,Croydon,1112,0.2,0.375,0.98844858,0.78
E00005605,E01001126,Croydon,928,0.466666667,0.25,0.988609017,0.77
E00005606,E01001125,Croydon,1082,0.36668,0.375,0.972084069,0.8
E00005607,E01001125,Croydon,1184,0.22624,0.375,0.972084069,0.8
E00005608,E01001120,Croydon,832,0.22892,0.375,0.98844858,0.78
E00005609,E01001130,Croydon,536,0.128339999,0.125,0.973848869,0.74
E00005610,E01001131,Croydon,832,0.09112,0.125,0.986523343,0.83
E00005611,E01001131,Croydon,696,0.03088,0.125,0.986523343,0.83
E00005612,E01001134,Croydon,1043,0.34262,0.125,0.99069469,0.77
E00005613,E01001134,Croydon,960,0.280000001,0.25,0.99069469,0.77
E00005614,E01001133,Croydon,632,0.16668,0.375,0.992940799,0.73
E00005615,E01001132,Croydon,1098,0.198420001,0.375,0.984116798,0.8
E00005616,E01001134,Croydon,1152,0.18532,0.375,0.99069469,0.77
E00005617,E01001135,Croydon,704,0.35462,0.375,0.977218033,0.77
E00005618,E01001133,Croydon,704,0.2,0.375,0.992940799,0.73
E00005619,E01001135,Croydon,1264,0.078633333,0.375,0.977218033,0.77
E00005620,E01001135,Croydon,1136,0.13194,0.375,0.977218033,0.77
E00005621,E01001133,Croydon,714,0.08372,0.375,0.992940799,0.73
E00005622,E01001133,Croydon,1142,0.0365,0.375,0.992940799,0.73
E00005623,E01001134,Croydon,581,0.21956,0.375,0.99069469,0.77
E00005624,E01001135,Croydon,1272,0.115440001,0.375,0.977218033,0.77
E00005625,E01001135,Croydon,1240,0.2,0.375,0.977218033,0.77
E00005626,E01001129,Croydon,1231,0.04806,0.25,0.993261672,0.76
E00005627,E01001133,Croydon,1232,0.03692,0.375,0.992940799,0.73
E00005628,E01001129,Croydon,1288,0,0.25,0.993261672,0.76
E00005629,E01001127,Croydon,1344,0.19664,0.25,0.98491898,0.77
E00005630,E01001127,Croydon,1318,0.11428,0.25,0.98491898,0.77
E00005631,E01001129,Croydon,1136,0.05908,0.25,0.993261672,0.76
E00005632,E01001127,Croydon,1014,0.19648,0.375,0.98491898,0.77
E00005633,E01001128,Croydon,1011,0.2,0.25,0.975453233,0.74
E00005634,E01001129,Croydon,1320,0.19124,0.25,0.993261672,0.76
